名言,作者,类别
好处安身，苦处用钱,,节约粮食
精打细算够半年，遇到荒年不受难,,节约粮食
年年有储存，荒年不荒人,,节约粮食
良田万顷，日食一升，夜眠七尺,,节约粮食
一饱之需，何必八珍九鼎七尺之躯，安用千门万户,,节约粮食
身后有余忘缩手，眼前无路想回头,,节约粮食
惜衣有衣，惜食有食,,节约粮食
一粥一饭汗珠换,,节约粮食
谁爱风流高格调，共怜时世俭梳妆,,节约粮食
吃饭要知牛马善，着丝应记养蚕人,,节约粮食
嘴是无底洞。大吃胜过小赌。谚语,。大吃胜过小赌谚语,节约粮食
丰收当歉年过。,（裕固族）谚语,节约粮食
糠菜半年粮。,谚语,节约粮食
一斤粮，千粒汗，省吃俭用细盘算。,谚语,节约粮食
细雨落成河，粒米凑成箩。,谚语,节约粮食
粮食打进仓，莫忘灾和荒。,谚语,节约粮食
粗茶淡饭，吃得到老；粗布棉衣，穿得到老。,谚语,节约粮食
出门走路看风向，穿衣吃饭量家当。,谚语,节约粮食
一颗米粒九十九个工。,谚语,节约粮食
耗子还存三分粮。粮头不俭，粮尾喊饭。谚语,。粮头不俭谚语,节约粮食
今日省把米，明日省滴油，来年买条大黄牛。,谚语,节约粮食
粗茶淡饭，细水长流。,谚语,节约粮食
精打细算半年粮。,谚语,节约粮食
吃饭不忘农人苦，穿衣不忘工人忙。,谚语,节约粮食
省吃餐餐有，省穿日日新。,谚语,节约粮食
粮再多，野菜也要备几锅。,谚语,节约粮食
珍珠为宝，稻米为王,民谚,节约粮食
惜衣有衣穿，惜饭有饭吃。,谚语,节约粮食
爱衣常暖，爱食常饱。,谚语,节约粮食
存粮如存金，有粮不担心,民谚,节约粮食
国以民为本，民以食为天,民谚,节约粮食
一粒米，一滴汗，粒粒粮食汗珠换。,谚语,节约粮食
十匙合成一碗饭。,（朝鲜族）谚语,节约粮食
日储一勺米，千日一石粮。,谚语,节约粮食
食不过佳，充饥则可；身不过华；遮身则可。,谚语,节约粮食
勤勤俭俭粮满仓，大手大脚仓底光。,谚语,节约粮食
家有万担，不脱补衣，不丢剩饭。,谚语,节约粮食
论吃还是家常饭，论穿还是粗布衣。,谚语,节约粮食
三年烂饭砌高楼，三年稀粥买条牛。,（壮族）谚语,节约粮食
大吃大喝顾眼前，省吃俭用度灾荒。,谚语,节约粮食
君子之行，静以修身，俭以养德，,金缨,节约粮食
一两煤，一块炭，积少成多煮熟饭。,谚语,节约粮食
不当家，不知柴米贵；不养儿，不知报母恩。,中国谚语,节约粮食
生命诚可贵安全价更高。,,节约粮食
黎明即起，洒扫庭除，要内外整洁。既昏便息，关锁门户，必亲自检点。一粥一饭，当思来处不易。半丝半缕，恒念物力维艰。宜未雨而绸缪，毋临渴而掘井。自奉必须俭约，宴客切勿留连。器具质而洁，瓦缶胜金玉。饮食约而精，园蔬胜珍馐。勿营华屋，勿谋良田。朱熹,。既昏便息。一粥一饭。半丝半缕。宜未雨而绸缪。自奉必须俭约。器具质而洁。饮食约而精。勿营华屋朱熹,节约粮食
节俭朴素，人之美德。,,节约粮食
足蒸暑土气，背灼炎天光。,,节约粮食
四海无闲田，农夫犹饿死。,,节约粮食
节约粮食光荣，浪费粮食可耻。,,节约粮食
粒米虽小君莫扔，勤俭节约留美名。,,节约粮食
食不净则多病，食不尽则多蝇。,,节约粮食
一米一粟当思来之不易，爱粮节粮须知人人有责。,,节约粮食
饮水要思源，吃饭当节俭，皆是辛苦换。,,节约粮食
节约光荣，人见人赞；浪费可耻，谁闻谁恶。,,节约粮食
倒下的是剩饭，流走的是血汗。,,节约粮食
粮食是血汗换来的,,节约粮食
世界是我们的，粮食是世界的,,节约粮食
右手秉遗穗，左臂悬敝筐。,,节约粮食
崇尚节粮风气，促进可持续发展。,,节约粮食
盘中粒粒皆辛苦,,节约粮食
珍惜劳动成果反对浪费粮食。,,节约粮食
请记住粮食来得不容易,,节约粮食
浪费粮食是最大的犯罪,,节约粮食
节约粮食，造福人类。,,节约粮食
饱时不忘饿时饥,,节约粮食
爱惜粮食，从娃娃抓起,,节约粮食
粒米虽小犹不易，莫把辛苦当儿戏。,,节约粮食
节约粮食人人有责，人人有利。,,节约粮食
盘内一分钟，厨内更多功。,,节约粮食
人人节约一粒米，拯救世间千万人。,,节约粮食
一米一谷，都是春夏秋冬滴汗水的收获，请珍惜,,节约粮食
节约粮食给未来生活多一点机会,,节约粮食
粮食是用来满足温饱的不是用来浪费的。,,节约粮食
节约粮食，远离浪费。,,节约粮食
节约粮食，从我做起，现在做起。,,节约粮食
也许温饱在某个角落还是难题，请珍惜手中的粮食,,节约粮食
饱食终日，粒粒可馨。,,节约粮食
《锄禾》不止是诗，知辛苦，更需要行动。,,节约粮食
古诗《锄禾》你我读，盘中餐苦当记住。,,节约粮食
爱惜粮食，节约粮食。,,节约粮食
米饭粒粒念汗水，不惜粮食当自悔。,,节约粮食
爱惜粮食就是热爱生命。,,节约粮食
节粮从我做起，建设节约型社会。,,节约粮食
粮食就是生命，知识拯救灵魂。,,节约粮食
相关文章节约粮食的名言警句关于节约粮食的名言警句,,节约粮食
从此我不再仰脸看青天，不再低头看白水，只谨慎着我双双的脚步，我要一不一不踏在泥土上，打上深深的脚印,朱自清,脚踏实地
人，应当像人字，永远向上而又双脚踏地。,佚名,脚踏实地
人之生也直，心直则身直，可立地参天。明·王文禄海沂子·真才直刚直，坦直。立地参天脚踏实地而高入云霄。心地刚直可以光明磊落地自立于世。王文禄,。明。立地参天。心地刚直王文禄,脚踏实地
有志不在年高，无志空活百岁。,石玉昆,脚踏实地
古今中外，凡成就事业，对人类有作为的无一不是脚踏实地艰苦攀登的结果。,钱三强,脚踏实地
纸上得来终觉浅，绝知此事要躬行。《冬夜读书示子聿》,陆游,脚踏实地
一个人最怕不老实，青年人最可贵的是老实作风。老实就是不自欺欺人，做到不欺骗人家容易，不欺骗自己最难。老实作风就是脚踏实地不占便宜。世界上没有便宜的事，谁想占便宜谁就会吃亏。徐特立,。世界上没有便宜的事徐特立,脚踏实地
在当前现实的狭隘基础上，有高尚理想，全面的计划；在一步一步行动上，想到远大前途，脚踏实地地稳步前进，才能有所成就。,徐特立,脚踏实地
台阶是一层一层筑起的，目前的现实是未来理想的基础。只想将来，不从近处现实着手，就没有基础，就会流于幻想。徐特立,。只想将来徐特立,脚踏实地
当你还不能对自己说今天学到了什么东西时，你就不要去睡觉。有时候我们从别人的错误中学到的东西，可能要比从他们的优点中学到的东西更多。朗费罗,。有时候我们从别人的错误中学到的东西朗费罗,脚踏实地
今天做不成的，明天也不会做好。一天也不能虚度，要下决心把可能的事情，一把抓住而紧紧抱住，有决心就不会任其逃去，而且必然要贯彻实行。歌德,。一天也不能虚度歌德,脚踏实地
电视并不是真实的生活，在现实生活中，人们实际上得离开咖啡屋去干自己的工作；,比尔盖茨,脚踏实地
我们对真理所能表示的最大崇拜，就是要脚踏实地地去履行它。,爱默生,脚踏实地
在人身上，惟一能够持久的东西是从少年时期吸收得来的一个人假如不从睡在摇篮里的时候开始养成人生的清洁的习惯，那是最危险不过的。,夸美纽斯,脚踏实地
人天天都学到一点东西，而往往所学到的是发现昨日学到的是错的。V,B,脚踏实地
人生的价值，并不是用时间，而是用深度量去衡量的。,列夫·托尔斯泰,脚踏实地
人们的教育，要从严肃认真的专业训练入手才是脚踏实地的。这比什么书本教材都重要。裴斯泰洛齐,。这比什么书本教材都重要裴斯泰洛齐,脚踏实地
合抱之木，生于毫末；九层之合，起于垒土；千里之行，始于足下。,老子,脚踏实地
只有先声夺人，出奇制胜，不断创造新的体制新的产品新的市场和压倒竞争对手的新形势，企业才能立于不败之地。,黄汉清,脚踏实地
即使爬到最高的山上，一次也只能脚踏实地地迈一步。,佚名,脚踏实地
冰冻三尺非一日之寒,民谚,脚踏实地
如果寒暄只是打个招呼就了事的话，那与猴子的呼叫声有什么不同呢事实上，正确的寒暄必须在短短一句话中明显地表露出你他的关怀。,佚名,脚踏实地
人生伟业的建立，不在能知，乃在能行。,佚名,脚踏实地
失败是什么没有什么，只是更走近成功一步；成功是什么就是走过了所有通向失败的路，只剩下一条路，那就是成功的路。,佚名,脚踏实地
一个能从别人的观念来看事情，能了解别人心灵活动的人，永远不必为自己的前途担心。,佚名,脚踏实地
任何的限制，都是从自己的内心开始的。,佚名,脚踏实地
谁脚踏实地地生活，谁就会真心实意地去爱,伊·芭·勃朗宁,脚踏实地
如果不是在海市蜃楼中求生，那就必须脚踏实地去跋涉。,佚名,脚踏实地
别想一下造出大海，必须先由小河川开始。,佚名,脚踏实地
世界上那些最容易的事情中，拖延时间最不费力。,佚名,脚踏实地
任何业绩的质变都来自于量变的积累。,佚名,脚踏实地
人之所以能，是相信能。,佚名,脚踏实地
纳于言而敏于行,民谚,脚踏实地
想，要壮志凌云；干，要脚踏实地,缅甸,脚踏实地
征服畏惧建立自信的最快最确实的方法，就是去做你害怕的事，直到你获得成功的经验。,佚名,脚踏实地
一个有信念者所开发出的力量，大于个只有兴趣者。,佚名,脚踏实地
做对的事情比把事情做对重要。,佚名,脚踏实地
让我们将事前的忧虑，换为事前的思考和计划吧,佚名,脚踏实地
万丈高楼平地起,民谚,脚踏实地
昨晚多几分钟的准备，今天少几小时的麻烦。,佚名,脚踏实地
我们对真理的最大尊敬是运用它,美国,脚踏实地
每一发奋努力的背后，必有加倍的赏赐。,佚名,脚踏实地
再长的路，一步步也能走完，再短的路，不迈开双脚也无法到达。,佚名,脚踏实地
既不要被逆境困扰，又不要幻想出现奇迹，要脚踏实地，坚持不懈，全力以赴去争取胜利。,,脚踏实地
人的一生可能燃烧也可能腐朽，我不能腐朽，我愿意燃烧起来奥斯特洛夫斯基,,脚踏实地
欲望以提升热忱，毅力以磨平高山。,,脚踏实地
脚踏实地，不敢一毫欺人。,曾国藩,脚踏实地
如果心胸不似海，又怎能有海一样的事业。,,脚踏实地
一份耕耘，一份收获。,,脚踏实地
穷则思变差则思勤没有比人更高的山没有，小编很喜欢,,脚踏实地
用爱生活，你会使自己幸福防辐射眼镜有用吗用爱工作，你会使很多人幸福,,脚踏实地
按照我原来既定的方向，脚踏实地，描写人的生活，描写人的情感，站在人的角度上写作。,莫言,脚踏实地
你若希望你的孩子总是脚踏实地，就要让他们负些责任。,班扬,脚踏实地
